obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""634.0669""","=""0.0005""","=""634.0676+""","=""3""","=""1.0e+05""","=""5.2e-04""","=""1.3e-01""","=""-2.21""",D+,"=""2.7273391""","=""4.6827173""","=""4f12.(3F<4>).5d<3/2>.6s2""","=""(4,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""634.6502""","=""0.0005""","=""634.6507+""","=""140""","=""4.5e+05""","=""2.37e-03""","=""7.9e-01""","=""-1.42""",B,"=""2.3176458""","=""4.2712276""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""15/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""13/2""",16,14,,"=""T6708""","=""L2006""",
"=""635.4416""","=""0.0005""","=""635.4415+""","=""270""","=""""","=""""","=""""","=""""",,"=""2.0757728""","=""4.0269232""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""637.0173""","=""0.0005""","=""637.0167+""","=""9""","=""4.0e+05""","=""2.9e-03""","=""6.1e-01""","=""-1.54""",C+,"=""2.9485548""","=""4.8948804""","=""4f12.(3F<4>).5d<5/2>.6s2""","=""(4,5/2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[9/2]*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""639.0300""","=""0.0005""","=""639.0302+""","=""7""","=""1.3e+05""","=""9.0e-04""","=""2.3e-01""","=""-1.97""",D+,"=""2.7273391""","=""4.6675322""","=""4f12.(3F<4>).5d<3/2>.6s2""","=""(4,3/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""13/2""",12,14,,"=""T6708""","=""L2006""",
"=""640.3209""","=""0.0005""","=""640.3223+""","=""220""","=""""","=""""","=""""","=""""",,"=""2.0757728""","=""4.0120508""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""640.8594""","=""0.0005""","=""640.8601+""","=""63""","=""4.2e+05""","=""2.17e-03""","=""5.5e-01""","=""-1.58""",B,"=""2.3375761""","=""4.2722293""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""641.1922""","=""0.0005""","=""641.1921+""","=""38""","=""1.36e+05""","=""9.8e-04""","=""2.48e-01""","=""-1.93""",B,"=""2.3375761""","=""4.2712276""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""13/2""",12,14,,"=""T6708""","=""L2006""",
"=""641.4543""","=""0.0005""","=""641.4543+""","=""14""","=""6.9e+05""","=""4.2e-03""","=""7.1e-01""","=""-1.47""",C,"=""2.9599004""","=""4.8927614""","=""4f12.(3F<4>).5d<5/2>.6s2""","=""""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""7/2""",8,8,,"=""T6708""","=""L2006""",
"=""644.2320""","=""0.0005""","=""644.2336+""","=""140*""","=""""","=""""","=""""","=""""",,"=""2.1024008""","=""4.0269232""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""644.2320""","=""0.0005""","=""644.232+""","=""140*""","=""""","=""""","=""""","=""""",,"=""3.0061736""","=""4.930702""","=""4f13.(2F*<7/2>).5d.6s.(3D)""","=""3[9/2]*""","=""7/2""","=""4f12.(1G<4>).5d<5/2>.6s2""","=""(4,5/2)""","=""9/2""",8,10,,"=""""","=""L2006,L3475""",
"=""645.4520""","=""0.0005""","=""645.4513+""","=""33""","=""6.5e+04""","=""4.1e-04""","=""1.04e-01""","=""-2.31""",B,"=""1.9326423""","=""3.8535338""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<3/2>)""","=""(6,3/2)*""","=""11/2""",12,12,,"=""T6708""","=""L2006""",
"=""646.2046""","=""0.0005""","=""646.2053+""","=""2000""","=""""","=""""","=""""","=""""",,"=""2.0757728""","=""3.9944231""","=""4f13.(2F*<7/2>).6s.6p.(3P*<0>)""","=""(7/2,0)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",8,10,,"=""""","=""L2006,L3475""",
"=""646.5191""","=""0.0005""","=""646.5191+""","=""35""","=""3.8e+05""","=""2.01e-03""","=""5.1e-01""","=""-1.62""",B,"=""2.3545103""","=""4.2722293""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f12.5d.6s.6p""","=""*""","=""9/2""",12,10,,"=""T6708""","=""L2006""",
"=""646.8575""","=""0.0005""","=""646.8570+""","=""23""","=""7.9e+04""","=""5.8e-04""","=""1.48e-01""","=""-2.16""",B,"=""2.3545103""","=""4.2712276""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""13/2""",12,14,,"=""T6708""","=""L2006""",
"=""649.2496""","=""0.0005""","=""649.2509+""","=""140""","=""""","=""""","=""""","=""""",,"=""2.1024008""","=""4.0120508""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""651.3183""","=""0.0005""","=""651.319+""","=""44""","=""1.95e+05""","=""1.24e-03""","=""4.3e-01""","=""-1.70""",B,"=""2.3176458""","=""4.221233""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""15/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""15/2""",16,16,,"=""T6708""","=""L2006""",
"=""652.1579""","=""0.0005""","=""652.158+""","=""140""","=""""","=""""","=""""","=""""",,"=""3.1809410""","=""5.082079""","=""4f13.(2F*<5/2>).6s.6p.(3P*<0>)""","=""(5/2,0)""","=""5/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""3/2""",6,4,,"=""""","=""L2006,L3475""",
"=""657.7358""","=""0.0005""","=""""","=""80""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""658.5502""","=""0.0005""","=""658.5496+""","=""23""","=""3.6e+06""","=""1.54e-02""","=""2.0e+00""","=""-1.03""",C+,"=""3.0274484""","=""4.9101341""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[3/2]*""","=""3/2""",6,4,,"=""T6708""","=""L2006""",
"=""660.6779""","=""0.0005""","=""660.6786+""","=""950""","=""""","=""""","=""""","=""""",,"=""2.1503043""","=""4.0269232""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""662.9078""","=""0.0005""","=""662.9086+""","=""80""","=""""","=""""","=""""","=""""",,"=""3.2393236""","=""5.1096297""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.8s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",6,8,,"=""""","=""L2006,L3475""",
"=""665.9558""","=""0.0005""","=""665.9564+""","=""350""","=""""","=""""","=""""","=""""",,"=""2.1503043""","=""4.0120508""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""666.0478""","=""0.0005""","=""666.0468+""","=""110""","=""""","=""""","=""""","=""""",,"=""3.0188531""","=""4.8803467""","=""4f12.(3H<5>).5d<3/2>.6s2""","=""(5,3/2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[11/2]*""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""""","=""""","=""666.583+""","=""""","=""2.2e+06""","=""9.8e-03""","=""1.29e+00""","=""-1.23""",C,"=""3.0274484""","=""4.887445""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[5/2]*""","=""3/2""",6,4,,"=""T6708""","=""""",
"=""667.4179""","=""0.0005""","=""667.4181+""","=""45""","=""1.76e+05""","=""1.18e-03""","=""3.6e-01""","=""-1.78""",B,"=""2.4135586""","=""4.2712276""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""13/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""13/2""",14,14,,"=""T6708""","=""L2006""",
"=""668.6379""","=""0.0005""","=""668.6383+""","=""26""","=""1.10e+05""","=""8.9e-04""","=""1.95e-01""","=""-2.05""",B,"=""2.3355381""","=""4.1898171""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""9/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""11/2""",10,12,,"=""T6708""","=""L2006""",
"=""669.4779""","=""0.0005""","=""669.478+""","=""110""","=""""","=""""","=""""","=""""",,"=""2.3720961""","=""4.224050""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""3/2""","=""4f13.(2F*<5/2>).5d.6s.(1D)""","=""1[1/2]*""","=""1/2""",4,2,,"=""""","=""L2006,L3475""",
"=""672.3221""","=""0.0005""","=""672.3222+""","=""300*""","=""""","=""""","=""""","=""""",,"=""2.1503043""","=""3.9944231""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""7/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",8,10,,"=""""","=""L2006,L3475""",
"=""672.3221""","=""0.0005""","=""672.321+""","=""300*""","=""""","=""""","=""""","=""""",,"=""3.8916536""","=""5.735774""","=""4f13.(2F*<5/2>).5d.6s.(3D)""","=""3[9/2]*""","=""9/2""","=""4f13.(2F*<7/2>).5d.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""672.8195""","=""0.0005""","=""672.820+""","=""90""","=""""","=""""","=""""","=""""",,"=""3.2393236""","=""5.082079""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""5/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""3/2""",6,4,,"=""""","=""L2006,L3475""",
"=""674.1082""","=""0.0005""","=""""","=""180""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""676.9345""","=""0.0005""","=""676.9357+""","=""90h""","=""""","=""""","=""""","=""""",,"=""3.2780791""","=""5.1096297""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""7/2""","=""4f13.(2F*<7/2>).6s.8s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""677.9798""","=""0.0005""","=""677.9812+""","=""90""","=""""","=""""","=""""","=""""",,"=""3.2780791""","=""5.1068052""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""7/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""678.1638""","=""0.0005""","=""678.1632+""","=""1100""","=""""","=""""","=""""","=""""",,"=""2.1838154""","=""4.0120508""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",10,8,,"=""""","=""L2006,L3475""",
"=""678.3870""","=""0.0005""","=""678.3873+""","=""140h""","=""""","=""""","=""""","=""""",,"=""3.0188531""","=""4.8464844""","=""4f12.(3H<5>).5d<3/2>.6s2""","=""(5,3/2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[11/2]*""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""679.0390""","=""0.0005""","=""679.0391+""","=""180""","=""""","=""""","=""""","=""""",,"=""2.2010461""","=""4.0269232""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""5/2""",6,6,,"=""""","=""L2006,L3475""",
"=""682.2148""","=""0.0005""","=""682.214+""","=""130h""","=""""","=""""","=""""","=""""",,"=""2.1641216""","=""3.981502""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""13/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<3/2>)""","=""(6,3/2)*""","=""15/2""",14,16,,"=""""","=""L2006,L3475""",
"=""682.8838""","=""0.0005""","=""682.8828+""","=""140""","=""""","=""""","=""""","=""""",,"=""3.0274484""","=""4.8430483""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[3/2]*""","=""3/2""",6,4,,"=""""","=""L2006,L3475""",
"=""683.2977""","=""0.0005""","=""683.2978+""","=""230""","=""""","=""""","=""""","=""""",,"=""3.2780791""","=""5.0925764""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""7/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""684.6151""","=""0.0005""","=""684.6156+""","=""1200""","=""""","=""""","=""""","=""""",,"=""2.2010461""","=""4.0120508""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",6,8,,"=""""","=""L2006,L3475""",
"=""684.7644""","=""0.0005""","=""684.7657+""","=""800""","=""""","=""""","=""""","=""""",,"=""2.1838154""","=""3.9944231""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",10,10,,"=""""","=""L2006,L3475""",
"=""685.6006""","=""0.0005""","=""685.603+""","=""180""","=""""","=""""","=""""","=""""",,"=""3.284180""","=""5.0925764""","=""4f13.(2F*<5/2>).6s.6p.(3P*<1>)""","=""(5/2,1)""","=""3/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""5/2""",4,6,,"=""""","=""L2006,L3475""",
"=""685.8755""","=""0.0005""","=""685.877+""","=""34""","=""1.65e+05""","=""1.33e-03""","=""4.2e-01""","=""-1.73""",B,"=""2.4135586""","=""4.221233""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""13/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""15/2""",14,16,,"=""T6708""","=""L2006""",
"=""690.046""","=""0.0020""","=""""","=""60""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""691.777""","=""0.0020""","=""691.7751+""","=""60""","=""""","=""""","=""""","=""""",,"=""3.3522188""","=""5.1444806""","=""4f13.(2F*<7/2>).5d.6s.(1D)""","=""1[7/2]*""","=""7/2""","=""4f13.(2F*<7/2>).5d.6p.(3F*<3>)""","=""""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""693.928""","=""0.0020""","=""693.9278+""","=""100""","=""""","=""""","=""""","=""""",,"=""2.1024008""","=""3.8891026""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""7/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""695.146""","=""0.0020""","=""""","=""50""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""701.272""","=""0.0020""","=""701.272+""","=""50""","=""""","=""""","=""""","=""""",,"=""3.8998359""","=""5.667827""","=""4f12.(3F<4>).6s2.6p<3/2>""","=""(4,3/2)*""","=""9/2""","=""""","=""""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""701.984""","=""0.0020""","=""701.983+""","=""100""","=""""","=""""","=""""","=""""",,"=""3.2791681""","=""5.045367""","=""4f13.(2F*<7/2>).5d.6s.(1D)""","=""1[5/2]*""","=""5/2""","=""4f13.(2F*<7/2>).5d.6p.(3F*<3>)""","=""(7/2,3)""","=""3/2""",6,4,,"=""""","=""L2006,L3475""",
"=""703.134""","=""0.004""","=""703.129+""","=""60h""","=""""","=""""","=""""","=""""",,"=""2.8931850""","=""4.656506""","=""4f13.(2F*<7/2>).5d.6s.(3D)""","=""3[5/2]*""","=""7/2""","=""4f13.(2F*<7/2>).6s.7p""","=""""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""703.628""","=""0.0020""","=""""","=""120""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L2006,L3475""",
"=""706.292""","=""0.0020""","=""706.2908+""","=""50""","=""""","=""""","=""""","=""""",,"=""1.0874955""","=""2.8429226""","=""4f13.(2F*).6s2""","=""2F*""","=""5/2""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""""","=""5/2""",6,6,,"=""""","=""L2006,L3475""",
"=""710.810""","=""0.0020""","=""710.810+""","=""100""","=""9.6e+04""","=""8.2e-04""","=""3.1e-01""","=""-1.88""",C+,"=""2.3176458""","=""4.061913""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""15/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""17/2""",16,18,,"=""T6708""","=""L2006,L3475""",
"=""723.332""","=""0.004""","=""723.3290+""","=""50h""","=""""","=""""","=""""","=""""",,"=""3.1885261""","=""4.9026036""","=""4f12.(3H<5>).5d<5/2>.6s2""","=""(5,5/2)""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[7/2]*""","=""7/2""",8,8,,"=""""","=""L2006,L3475""",
"=""725.972""","=""0.0020""","=""725.9716+""","=""40""","=""""","=""""","=""""","=""""",,"=""2.1838154""","=""3.8916536""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""9/2""","=""4f13.(2F*<5/2>).5d.6s.(3D)""","=""3[9/2]*""","=""9/2""",10,10,,"=""""","=""L2006,L3475""",
"=""727.462""","=""0.0020""","=""727.462+""","=""170""","=""""","=""""","=""""","=""""",,"=""2.2010461""","=""3.905386""","=""4f13.(2F*<7/2>).6s.6p.(3P*<1>)""","=""(7/2,1)""","=""5/2""","=""4f13.(2F*<5/2>).5d.6s.(3D)""","=""*""","=""3/2""",6,4,,"=""""","=""L2006,L3475""",
"=""728.631""","=""0.0020""","=""728.6310+""","=""80""","=""""","=""""","=""""","=""""",,"=""2.3720961""","=""4.0737008""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""3/2""","=""4f13.(2F*<5/2>).5d.6s.(3D)""","=""3[5/2]*""","=""5/2""",4,6,,"=""""","=""L2006,L3475""",
"=""728.817""","=""0.0020""","=""728.816+""","=""110h""","=""""","=""""","=""""","=""""",,"=""1.9326423""","=""3.633814""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""11/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<3/2>)""","=""(6,3/2)*""","=""9/2""",12,10,,"=""""","=""L2006,L3475""",
"=""728.987""","=""0.004""","=""728.9870+""","=""3h""","=""4.6e+05""","=""4.9e-03""","=""7.1e-01""","=""-1.53""",C+,"=""3.1919877""","=""4.8927614""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""""","=""5/2""","=""4f13.(2F*<7/2>).6s.6d.(3D)""","=""3[7/2]*""","=""7/2""",6,8,,"=""T6708""","=""L2006""",
"=""731.252""","=""0.0020""","=""731.252+""","=""140""","=""""","=""""","=""""","=""""",,"=""3.386574""","=""5.082079""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""1/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""3/2""",2,4,,"=""""","=""L2006,L3475""",
"=""733.888""","=""0.0020""","=""733.8896+""","=""22""","=""6.5e+04""","=""4.5e-04""","=""1.52e-01""","=""-2.20""",B,"=""2.1641216""","=""3.8535338""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""13/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<3/2>)""","=""(6,3/2)*""","=""11/2""",14,12,,"=""T6708""","=""L2006""",
"=""743.423""","=""0.0020""","=""743.4221+""","=""140""","=""""","=""""","=""""","=""""",,"=""2.3545103""","=""4.0222599""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f12.(3H<6>).5d.6s.6p.(4F*<5/2>)""","=""(6,5/2)*""","=""9/2""",12,10,,"=""""","=""L2006,L3475""",
"=""748.314""","=""0.0020""","=""748.3141+""","=""750""","=""""","=""""","=""""","=""""",,"=""2.3375761""","=""3.9944231""","=""4f12.(3H<6>).5d<5/2>.6s2""","=""(6,5/2)""","=""11/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",12,10,,"=""""","=""L2006,L3475""",
"=""749.226""","=""0.0020""","=""749.2275+""","=""750""","=""""","=""""","=""""","=""""",,"=""2.3720961""","=""4.0269232""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""3/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""5/2""",4,6,,"=""""","=""L2006,L3475""",
"=""750.935""","=""0.004""","=""750.9367+""","=""100h""","=""""","=""""","=""""","=""""",,"=""3.1919877""","=""4.8430483""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""""","=""5/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[3/2]*""","=""3/2""",6,4,,"=""""","=""L2006,L3475""",
"=""754.786""","=""0.0020""","=""754.7852+""","=""140""","=""""","=""""","=""""","=""""",,"=""1.6266243""","=""3.2692664""","=""4f12.(3H<6>).5d<3/2>.6s2""","=""(6,3/2)""","=""9/2""","=""4f12.(3H<6>).6s2.6p<3/2>""","=""(6,3/2)*""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""756.041""","=""0.0020""","=""756.0414+""","=""1400*""","=""""","=""""","=""""","=""""",,"=""2.3545103""","=""3.9944231""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""11/2""","=""4f13.(2F*<7/2>).6s.7s.(3S<1>)""","=""(7/2,1)*""","=""9/2""",12,10,,"=""""","=""L2006,L3475""",
"=""756.041""","=""0.0020""","=""756.038+""","=""1400*""","=""""","=""""","=""""","=""""",,"=""2.7027787""","=""4.342698""","=""4f13.(2F*<7/2>).5d.6s.(3D)""","=""3[3/2]*""","=""3/2""","=""4f13.(2F*<5/2>).6s.6p.(1P*<1>)""","=""""","=""5/2""",4,6,,"=""""","=""L2006,L3475""",
"=""758.270""","=""0.004""","=""758.269+""","=""170h""","=""""","=""""","=""""","=""""",,"=""3.474534""","=""5.1096297""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""9/2""","=""4f13.(2F*<7/2>).6s.8s.(3S<1>)""","=""(7/2,1)*""","=""7/2""",10,8,,"=""""","=""L2006,L3475""",
"=""759.583""","=""0.004""","=""759.581+""","=""200h""","=""""","=""""","=""""","=""""",,"=""3.474534""","=""5.1068052""","=""4f13.(2F*<5/2>).6s.6p.(3P*<2>)""","=""(5/2,2)""","=""9/2""","=""4f13.(2F*<5/2>).6s.7s.(3S<1>)""","=""(5/2,1)*""","=""7/2""",10,8,,"=""""","=""L2006,L3475""",
"=""763.195""","=""0.0020""","=""763.1966+""","=""50*""","=""""","=""""","=""""","=""""",,"=""2.4491628""","=""4.0737008""","=""4f13.(2F*<7/2>).6s.6p.(3P*<2>)""","=""(7/2,2)""","=""7/2""","=""4f13.(2F*<5/2>).5d.6s.(3D)""","=""3[5/2]*""","=""5/2""",8,6,,"=""""","=""L2006,L3475""",
"=""763.195""","=""0.0020""","=""763.1945+""","=""50*""","=""""","=""""","=""""","=""""",,"=""3.5353379""","=""5.1598805""","=""4f12.(3F<4>).6s2.6p<1/2>""","=""(4,1/2)*""","=""9/2""","=""4f13.(2F*<7/2>).5d.6p.(3F*<3>)""","=""""","=""7/2""",10,8,,"=""""","=""L2006,L3475""",
"=""765.711""","=""0.0020""","=""765.719+""","=""170""","=""""","=""""","=""""","=""""",,"=""3.832974""","=""5.4521611""","=""4f12.(3F<3>).5d<3/2>.6s2""","=""""","=""9/2""","=""4f12.5d.6s.6p""","=""*""","=""11/2""",10,12,,"=""""","=""L2006,L3475""",
"=""766.243""","=""0.0020""","=""766.236+""","=""40""","=""""","=""""","=""""","=""""",,"=""3.513748""","=""5.131842""","=""4f12.(3F<4>).6s2.6p<1/2>""","=""(4,1/2)*""","=""7/2""","=""""","=""""","=""9/2""",8,10,,"=""""","=""L2006,L3475""",
"=""766.835""","=""0.004""","=""766.8366+""","=""70h*""","=""""","=""""","=""""","=""""",,"=""3.3105424""","=""4.9273692""","=""4f13.(2F*<7/2>).6s.6p.(1P*<1>)""","=""""","=""7/2""","=""4f13.(2F*<7/2>).6s.6d.(1D)""","=""1[9/2]*""","=""9/2""",8,10,,"=""""","=""L2006,L3475""",
