obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_23
"=""276.166""","=""276.1656""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""6.139358""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""276.1958""","=""276.1958""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""6.345806""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""276.2501""","=""276.2497""","=""0.0007""","=""12*""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""6.924230""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""276.2501""","=""276.2499""","=""0.0007""","=""12*""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.875587""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""276.3155""","=""276.3157""","=""0.0007""","=""150""","=""1.84e+07""","=""6.32e-02""","=""5.75e-01""","=""-1.20""",B,"=""0.000000""","=""4.487049""","=""5d4.6s2""","=""5D""","=""0""","=""""","=""*""","=""1""",1,3,,"=""T6977""","=""L153""",
"=""276.3315""","=""276.3306""","=""0.0007""","=""6*""","=""""","=""""","=""""","=""""",,"=""2.911742""","=""7.398549""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""276.3315""","=""276.3323""","=""0.0007""","=""6*""","=""""","=""""","=""""","=""""",,"=""1.708218""","=""6.194998""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""276.352""","=""276.3519""","=""0.0007""","=""35""","=""""","=""""","=""""","=""""",,"=""2.108785""","=""6.595246""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""276.437""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""276.4430""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""276.4821""","=""276.4822""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""6.139358""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""276.5161""","=""276.5146""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""5.991711""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""276.5455""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""276.5948""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""276.6028""","=""276.6028""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""6.728594""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""276.6352""","=""276.6347""","=""0.0007""","=""2""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""7.083438""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""276.6459""","=""276.6447""","=""0.0007""","=""50l*""","=""""","=""""","=""""","=""""",,"=""2.194667""","=""6.676379""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""276.6459""","=""276.6486""","=""0.0007""","=""50l*""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""6.917758""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""276.6459""","=""276.6499""","=""0.0007""","=""50l*""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""6.398425""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""276.7085""","=""276.7079""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""6.747179""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""276.7281""","=""276.7277""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""6.867505""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""276.7348""","=""276.7343""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""6.867398""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""276.7548""","=""276.7549""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.867398""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""276.7678""","=""276.7676""","=""0.0007""","=""4""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""6.600722""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""276.7715""","=""276.7720""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""6.866788""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L153""",
"=""276.7961""","=""276.7961""","=""0.0007""","=""50""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""6.937580""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""276.8289""","=""""","=""""","=""5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""276.9352""","=""276.9354""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.829548""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""276.9666""","=""""","=""""","=""6""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""276.9800""","=""276.9802""","=""0.0007""","=""100""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""4.683374""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L153""",
"=""277.0394""","=""277.0390""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""6.332143""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""277.0559""","=""277.0557""","=""0.0007""","=""80""","=""""","=""""","=""""","=""""",,"=""0.598844""","=""5.073908""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""277.0860""","=""277.0854""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.862054""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""277.1033""","=""""","=""""","=""30""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""277.1167""","=""277.1158""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""7.260847""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""277.1698""","=""277.1699""","=""0.0007""","=""200r""","=""1.83e+07""","=""1.51e-02""","=""9.62e-01""","=""-0.976""",B,"=""0.365913""","=""4.839134""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""2""",7,5,,"=""T6977""","=""L153""",
"=""277.2446""","=""277.2438""","=""0.0007""","=""50""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""6.127039""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""277.3006""","=""277.3011""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.893137""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""277.3304""","=""277.3297""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.823181""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""277.3841""","=""277.3834""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""7.303163""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""277.4521""","=""277.4519""","=""0.0007""","=""80""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""6.904782""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""7""",13,15,,"=""""","=""L153""",
"=""277.4737""","=""277.4729""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""6.926655""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""277.4818""","=""277.4818""","=""0.0007""","=""200r""","=""3.9e+07""","=""3.2e-02""","=""2.1e+00""","=""-0.65""",B,"=""0.598844""","=""5.067036""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""2""",7,5,,"=""T6977""","=""L153""",
"=""277.5295""","=""277.5297""","=""0.0007""","=""300r""","=""4.8e+07""","=""4.3e-02""","=""3.5e+00""","=""-0.41""",B,"=""0.771099""","=""5.238520""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",9,7,,"=""T6977""","=""L153""",
"=""277.6109""","=""277.6109""","=""0.0007""","=""4""","=""""","=""""","=""""","=""""",,"=""2.458116""","=""6.924230""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L153""",
"=""277.653""","=""277.6521""","=""0.0007""","=""1*""","=""""","=""""","=""""","=""""",,"=""2.973488""","=""7.438940""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""277.653""","=""277.6522""","=""0.0007""","=""1*""","=""""","=""""","=""""","=""""",,"=""2.601563""","=""7.067013""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""277.6807""","=""277.6773""","=""0.0007""","=""8c""","=""""","=""""","=""""","=""""",,"=""1.916797""","=""6.381844""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""277.6914""","=""277.6908""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""6.585829""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""277.712""","=""277.7115""","=""0.0007""","=""5""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""5.972387""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""277.7212""","=""277.7204""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""6.922673""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""277.7384""","=""277.7382""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""6.501290""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""277.7736""","=""277.7738""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""6.709698""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153c23""",
"=""277.8089""","=""277.8079""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""7.296334""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""277.8606""","=""277.8604""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""2.266491""","=""6.728594""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""277.9607""","=""277.9598""","=""0.0007""","=""1""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""5.968398""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""278.0141""","=""278.0138""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.458116""","=""6.917758""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""278.034""","=""278.0328""","=""0.0007""","=""1""","=""""","=""""","=""""","=""""",,"=""2.908052""","=""7.367389""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""278.0462""","=""""","=""""","=""15""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""278.0553""","=""278.0544""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""6.496214""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L153""",
"=""278.0644""","=""278.0631""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""1.649870""","=""6.108721""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""278.1105""","=""278.1083""","=""0.0007""","=""60""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.880158""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""278.2197""","=""""","=""""","=""4w""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""278.2641""","=""278.2640""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.808172""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""278.3479""","=""278.3469""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.806844""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L153""",
"=""278.3513""","=""278.3520""","=""0.0007""","=""1""","=""""","=""""","=""""","=""""",,"=""2.911742""","=""7.365966""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""278.3584""","=""278.3577""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.833386""","=""7.287518""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""278.3843""","=""278.3840""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""6.108721""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""278.3952""","=""278.3938""","=""0.0007""","=""40""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.875587""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L153""",
"=""278.4500""","=""""","=""""","=""20""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""278.6628""","=""278.6627""","=""0.0007""","=""15""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""6.570256""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""278.6718""","=""278.6708""","=""0.0007""","=""25""","=""""","=""""","=""""","=""""",,"=""2.352539""","=""6.801668""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""278.6924""","=""278.6918""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""6.317226""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L153""",
"=""278.734""","=""278.7344""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""2.241985""","=""6.690098""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""278.7953""","=""""","=""""","=""6""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""278.8454""","=""278.8451""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""2.911742""","=""7.358088""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""7""",13,15,,"=""""","=""L153""",
"=""278.8806""","=""278.8804""","=""0.0007""","=""50""","=""9.5e+06""","=""6.6e-03""","=""3.1e-01""","=""-1.5""",B,"=""0.412313""","=""4.858098""","=""5d4.6s2""","=""5D""","=""2""","=""""","=""*""","=""1""",5,3,,"=""T6977""","=""L153""",
"=""278.9601""","=""278.9596""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""2.108785""","=""6.553306""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""6""",13,13,,"=""""","=""L153""",
"=""278.9729""","=""278.9716""","=""0.0007""","=""6""","=""""","=""""","=""""","=""""",,"=""1.181329""","=""5.625659""","=""5d4.6s2""","=""3P2""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L153""",
"=""278.9897""","=""278.9892""","=""0.0007""","=""30""","=""""","=""""","=""""","=""""",,"=""2.436108""","=""6.880158""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""278.9993""","=""278.9989""","=""0.0007""","=""10""","=""""","=""""","=""""","=""""",,"=""2.246202""","=""6.690098""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""279.0203""","=""279.0196""","=""0.0007""","=""25*""","=""""","=""""","=""""","=""""",,"=""2.786753""","=""7.230320""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153c23""",
"=""279.0203""","=""279.0214""","=""0.0007""","=""25*""","=""""","=""""","=""""","=""""",,"=""1.868433""","=""6.311970""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""279.0446""","=""279.0453""","=""0.0007""","=""5""","=""""","=""""","=""""","=""""",,"=""2.120999""","=""6.564155""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""279.0507""","=""279.0502""","=""0.0007""","=""25""","=""1.56e+06""","=""1.82e-03""","=""1.17e-01""","=""-1.89""",B,"=""0.598844""","=""5.041923""","=""5d4.6s2""","=""5D""","=""3""","=""""","=""*""","=""3""",7,7,,"=""T6977""","=""L153""",
"=""279.0926""","=""279.0921""","=""0.0007""","=""3""","=""""","=""""","=""""","=""""",,"=""2.387137""","=""6.829548""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L153""",
"=""279.1033""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
"=""279.1399""","=""279.1387""","=""0.0007""","=""25*""","=""""","=""""","=""""","=""""",,"=""2.037223""","=""6.478893""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L153""",
"=""279.1399""","=""279.1404""","=""0.0007""","=""25*""","=""""","=""""","=""""","=""""",,"=""1.856810""","=""6.298452""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L153""",
"=""279.2427""","=""279.2423""","=""0.0007""","=""4""","=""""","=""""","=""""","=""""",,"=""2.422033""","=""6.862054""","=""5d5.(4G).6s""","=""5G""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L153""",
"=""279.2784""","=""279.2777""","=""0.0007""","=""80""","=""""","=""""","=""""","=""""",,"=""1.507891""","=""5.947351""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""279.3039""","=""279.3032""","=""0.0007""","=""20""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""6.094064""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""279.3349""","=""279.3344""","=""0.0007""","=""25""","=""""","=""""","=""""","=""""",,"=""1.655011""","=""6.093569""","=""5d4.6s2""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""279.3519""","=""279.3518""","=""0.0007""","=""60r""","=""""","=""""","=""""","=""""",,"=""0.365913""","=""4.804194""","=""5d5.(6S).6s""","=""7S""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L153""",
"=""279.3605""","=""279.3607""","=""0.0007""","=""35""","=""""","=""""","=""""","=""""",,"=""0.207090""","=""4.645229""","=""5d4.6s2""","=""5D""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L153""",
"=""279.3929""","=""279.3922""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""2.458319""","=""6.895959""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L153""",
"=""279.4320""","=""279.4303""","=""0.0007""","=""8""","=""""","=""""","=""""","=""""",,"=""2.387469""","=""6.824504""","=""5d5.(4G).6s""","=""5G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L153""",
"=""279.4951""","=""279.4947""","=""0.0007""","=""12""","=""""","=""""","=""""","=""""",,"=""2.911742""","=""7.347754""","=""5d4.6s2""","=""1I""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L153""",
"=""279.5102""","=""""","=""""","=""3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L153""",
